gene_id	simbol	ratio
416664	PRDM9	1.1247920133111482
416665	BTBD12	2.5877659574468086
416666	TRAP1	1.551570835803201
416667	CREBBP	0.7250580046403713
416669	PAM16	0.7518652739288
416670	CORO7	2.105058365758755
416671	DNAJA3	0.9639104613978985
416672	NMRAL1	0.9363386097728837
416673	NLRC3	0
416675	AHCYL2	1.1112877583465819
416676	FAM40B	1.2885906040268456
416677	NRF1	1.1689189189189189
416678	UBE2H	1.0710382513661203
416679	ZC3HC1	1.655844155844156
416681	TMEM209	1.1665801764400623
416682	CPA2	Infinity
416684	TSGA14	0.7412790697674418
416685	COPG2	1.6245614035087719
416686	LOC416686	0.78
416687	FBXO18	0.856359649122807
416688	ANKRD16	0.9314285714285714
416689	C1H10orf18	0.9799749687108886
416691	ASB13	0.8769230769230769
416692	CCM1	0.2727272727272727
416693	NET1	1.0714000797766254
416694	TUBA4A	1.3333333333333335
416695	LOC416695	NaN
416696	LOC416696	0.26666666666666666
416697	LOC416697	NaN
416698	SLC35B4	1.0435501653803747
416699	LRGUK	1.0454545454545454
416700	EXOC4	0.9717599596570853
416702	HNRPLL	0.61557478368356
416704	EIF4A3	1.905265075605757
416705	GINS1	0
416706	MRPS5	1.1009216589861752
416707	MAL	0.4285714285714285
416708	ENTPD6	1.3239669421487603
416709	PEX6	0.8538899430740039
416710	POLR1B	1.2275625306522806
416711	TTL	0.8463972736124636
416712	SLC22A7	0
416713	TTBK1	0.7831858407079647
416714	ACSS1	0.7834757834757835
416715	C3H20orf3	0.7838785046728972
416716	CST7	NaN
416717	TMEM90B	Infinity
416718	SNX5	2.6753926701570685
416719	C3H20orf72	1.719298245614035
416720	OVOL2	1.8095238095238095
416721	CSRP2BP	1.0841666666666667
416722	C3H20orf12	0.9215686274509803
416723	POLR3F	0.9753476611883691
416724	SEC23B	1.1051086318261891
416726	DTD1	1.8635214827295705
416727	C20orf42	2.4569083447332423
416728	HAO1	2.02262443438914
416729	TXNDC13	0.7577397054403366
416730	PLCB4	1.3205741626794258
416732	C3H20orf103	0.6674157303370787
416734	PAK7	0.7923211169284468
416735	LOC416735	0
416737	MKKS	0.8046838407494145
416738	C3H20orf94	1.3389830508474576
416740	ISM1	14.7
416741	TASP1	1.7975077881619936
416742	C20orf7	2.113888888888889
416743	ITPKB	0.7269736842105263
416744	LOC416744	2.0185185185185186
416745	CABC1	1.2627815516624956
416746	CDC42BPA	0.47311827956989244
416749	CCNF	1.3670212765957446
416750	C16orf59	0.748220640569395
416752	LOC416752	1.2110091743119267
416753	TBC1D24	0.49792531120331945
416754	C14H8orf33	1.3227642276422764
416755	LOC416755	0.7772020725388601
416756	RNPS1	1.0391372661048421
416757	TELO2	1.3675631621841893
416758	IFT140	1.062857142857143
416759	C16orf30	0.5
416762	CRAMP1L	1.1277997364953887
416763	HN1L	1.2136865342163357
416764	SLC25A1	0.30111328577140817
416765	CLTCL1	0.8881789137380192
416766	SNAP29	0.7317676143386898
416767	PI4KA	1.1047486033519553
416768	HIC2	0.8307692307692308
416769	UBE2L3	0.8086097858648619
416770	SDF2L1	0.5059037238873751
416771	TOP3B	0.969672131147541
416772	PPM1F	1.4460431654676258
416774	YPEL1	0.6527900797165634
416775	PPIL2	1.1548098434004472
416776	CDC45L	2.5417956656346754
416777	2-Sep	1.3486187845303867
416778	5-Sep	0.8260556621880998
416780	GP1BB	0.5988372093023256
416781	GNB1L	0.7136963696369638
416782	TXNRD2	2.813333333333333
416783	COMT	0.9557321225879681
416784	C15H22orf25	2.4092920353982303
416785	DGCR8	1.0086206896551724
416786	TRMT2A	1.0625
416787	RANBP1	1.1450829357958772
416788	ZDHHC8	1.2031249999999998
416789	PGAM5	0.9620361044394515
416790	KIAA0692	0.5812356979405034
416791	GOLGA3	0.9110350727117195
416792	CHFR	1.3333333333333333
416793	LOC416793	1.086749285033365
416796	GALNT9	0.20075757575757575
416797	LOC416797	0.39583333333333337
416798	EP400	1.1335436382754995
416799	PUS1	0.8530109759715218
416800	ULK1	0.8527777777777777
416801	MMP17	1.6595744680851063
416802	SFRS8	1.1272015655577299
416803	GPR133	2.6
416804	PIWIL1	0.2820512820512821
416806	TMEM132D	0.29435483870967744
416807	GLT1D1	1.2676767676767677
416808	SLC15A4	0.6551724137931034
416809	TMEM132C	0.6432835820895522
416810	TMEM132B	0.25789473684210523
416811	AACS	0.4786374133949191
416812	BRI3BP	1.1663326653306614
416813	DHX37	1.0994927818962155
416814	SCARB1	2.065217391304348
416815	NCOR2	1.732801595214357
416817	CCDC92	1.1710945802337938
416818	DNAH10	0.58
416820	DDX55	0.6175468483816013
416821	TMED2	1.2294903666873833
416822	RILPL1	1.1867627785058978
416823	SNRNP35	0.8204633204633205
416824	RILPL2	0.7956989247311829
416825	SETD8	1.1810888252148997
416826	CDK2AP1	0.8018648018648018
416828	LOC416828	2.280612244897959
416829	MPHOSPH9	1.8893617021276596
416830	PITPNM2	0.9737991266375545
416832	OGFOD2	4.426900584795322
416833	LOC416833	1.0585635359116021
416834	ABCB9	1.2280701754385965
416835	VPS37B	1.168708240534521
416836	HIP1R	2.0281923714759538
416837	ARPC3	1.0017747278750593
416838	ANAPC7	1.735632183908046
416839	IFT81	0.9135802469135802
416842	ANAPC5	1.7303439803439804
416843	RNF34	0.8113985751781027
416844	FBXL10	0.9735360360360359
416845	ORAI1	3.145320197044335
416847	TMEM120B	1.3056872037914693
416848	RHOF	0.9691629955947137
416851	SETD1B	1.053763440860215
416852	HPD	1.8131147540983608
416853	PSMD9	2.117427275153456
416855	WDR66	1.5098039215686274
416856	BCL7A	0.980844579886809
416857	MLXIP	1.035374149659864
416859	LRRC43	0.3846153846153846
416860	DIABLO	1.3345473465140478
416861	VPS33A	1.3968253968253967
416862	ZCCHC8	1.8057553956834531
416865	KNTC1	2.5500000000000003
416867	VPS29	1.2980148883374691
416868	LOC416868	2.864864864864865
416869	PPTC7	1.1816239316239316
416870	TCTN1	0.978494623655914
416871	HVCN1	0.9237288135593221
416872	PPP1CC	0.9219974715549938
416873	CCDC63	Infinity
416874	MYL2	0.7674418604651163
416875	CUX2	1.1142857142857143
416876	LOC416876	1.44
416877	ATXN2	1.117952522255193
416879	ACAD10	1.3140495867768596
416880	ALDH2	1.484032815784121
416881	TMEM116	1.5
416882	ERP29	0.6811802069460096
416883	NAA25	1.342857142857143
416884	TRAFD1	1.310614525139665
416886	RPH3A	0.1904761904761905
416887	WSCD2	NaN
416888	LOC416888	0
416889	FICD	1.0955137481910275
416890	SART3	1.3703241895261846
416891	ISCU	1.2519954389965793
416892	TMEM119	0.6
416893	CORO1C	0.6110727241319744
416894	DAO	2.466666666666667
416895	SVOP	2.4
416896	USP30	1.2295719844357977
416897	ALKBH2	1.2758620689655173
416898	FOXN4	1.5
416899	MYO1H	2.5
416900	KCTD10	1.0261437908496733
416901	LOC416901	0
416902	ANKRD13A	1.7180539273153577
416904	ADRBK2	1.3219178082191783
416905	MYO18B	2.1470588235294117
416906	SEZ6L	1.2647058823529411
416907	HPS4	1.104328523862375
416908	SRRD	1.1555851063829787
416909	TFIP11	0.850158442734269
416910	TPST2	1.1776119402985075
416911	LOC416911	0.75
416912	PITPNB	1.13916115796672
416914	LOC416914	0.9829059829059829
416916	LOC416916	1.093264248704663
416917	CCDC117	0.49029126213592233
416918	XBP1	0.8827503015681544
416919	ZNRF3	0.9022403258655803
416920	KREMEN1	0.5559772296015181
416922	SUSD2	0.6
416923	LOC416923	2.571428571428571
416924	LOC416924	1.1074270557029178
416925	DGCR14	1.0936532507739938
416926	DGCR2	0.8707103825136612
416927	LOC416927	NaN
416928	IGLL1	NaN
416929	LOC416929	NaN
416930	LOC416930	NaN
416931	LOC416931	0.8757142857142857
416932	VPREB3	NaN
416933	LOC416933	0.7127868852459016
416934	DERL3	0.6008430609597926
416935	LOC416935	0.20551378446115287
416936	DDX51	1.1240070609002648
416937	DDT	1.8446267005142225
416938	CABIN1	1.2116903633491312
416939	CRKL	0.6705720192970366
416940	KLHL22	1.3323529411764707
416941	MED15	1.2169811320754718
416942	SMPD4	1.1548936170212767
416943	GGTLA1	2
416945	GGT1	0.7186261558784677
416947	SNRPD3	1.1990111248454882
416948	C15H22orf13	1.2122448979591838
416949	UPB1	1.3748274910295337
416950	SPECC1L	1.5067761806981517
416952	BCR	0.5176470588235295
416953	RAB36	0.9902968036529681
416954	RTDR1	2.769230769230769
416955	YWHAH	0.8689340522604728
416956	DEPDC5	1.2916666666666667
416957	C22orf30	0.9378068739770867
416959	LOC416959	1.2765957446808511
416960	PISD	0.9486281377699942
416961	EIF4ENIF1	1.0721003134796239
416962	DRG1	0.9483770043019163
416963	PATZ1	1.0792079207920793
416964	PIK3IP1	1.8284106891701828
416965	RNF185	1.5187870797626895
416966	C12orf43	0.8955223880597014
416967	HNF1A	1.1486025903203818
416968	LOC416968	1.1268047708725675
416969	ACADS	1.1988781234064254
416970	UNC119B	0.6397877984084881
416971	KIAA0152	1.569385593220339
416973	POP5	1.108952380952381
416974	RNF10	1.186271870794078
416975	COQ5	1.0802886783942263
416976	GATC	1.1543184609087187
416977	TRIAP1	1.2213201553123898
416978	COX6A1	1.3807661541196337
416979	MSI1	0.9853333333333333
416980	PLA2G1B	Infinity
416981	SIRT4	1.151219512195122
416983	RAB35	1.0017361111111112
416984	CIT	3.3935483870967738
416986	PRKAB1	1.579842931937173
416987	CCDC60	0
416988	HSPB8	0.020304397602532158
416989	KIAA1853	0.2631578947368421
416990	PEBP1	2.2733248515691264
416991	VSIG10	1.431547619047619
416992	DDX54	1.732974910394265
416993	LOC416993	0.46969696969696967
416995	LOC416995	1.0818438381937912
416996	PIB5PA	1.3067729083665338
416997	POLE	1.5860805860805862
416998	LOC416998	1.2069825436408979
416999	AIFM3	0.23529411764705885
417001	RTN4R	0
417002	OSBP2	0.990791896869245
417003	IQCD	0.6544117647058824
417005	DUSP18	0.9714285714285715
417006	GAL3ST1	0.6571428571428573
417007	LOC417007	1.1531007751937985
417008	SEC14L2	1.6785714285714284
417009	RNF215	1.0481012658227846
417010	CCDC157	0.6565656565656566
417011	TBC1D10A	1.0480295566502464
417012	HORMAD2	1.0609137055837563
417013	LOC417013	2.034126163391934
417015	MTMR3	1.0258780036968576
417016	ASCC2	1.596638655462185
417017	ZMAT5	0.8801324503311257
417018	NIPSNAP1	2.229578675838349
417019	THOC5	1.0943582163094359
417020	NEFH	0
417021	AP1B1	0.8549033904484141
417022	EWSR1	2.2740873728306403
417023	WSB2	1.0869061413673233
417024	FBXW8	1.146189735614308
417026	C15H12orf49	1.0566037735849056
417027	MED13L	1.0554474708171206
417028	LOC417028	1.25
417029	RBM19	0.7418546365914788
417030	SDSL	1.216374269005848
417031	LOC417031	0.9500000000000001
417032	SLC24A6	1.7391304347826086
417033	TPCN1	1.6072351421188629
417034	LOC417034	1.9218106995884772
417035	B-G	2
417037	KIFC1	2.2891791044776117
417039	LAO	2.166666666666667
417040	TRIM7	1.3789473684210527
417041	TRIM39	0.75
417042	TRIM27	0
417043	TRIM41	1.1877729257641922
417044	GNB2L1	0.9116025292750876
417046	LOC417046	4.343891402714932
417047	B-G	2.0634920634920637
417048	TAPBP	1.3594717292612464
417049	BRD2	0.7535809662539451
417050	BMA1	1.1125121241513094
417051	B-MA2	0.6819004524886878
417064	LOC417064	0.6153846153846154
417065	YFV	1.2758620689655173
417068	LOC417068	1.3653846153846152
417071	SBF1	1.4161073825503356
417073	LOC417073	0
417083	LOC417083	0.5217391304347826
417087	GARNL3	1.211586901763224
417088	FBXW2	1.3903225806451611
417089	RALGPS1	1.2857142857142858
417090	ZBTB34	1.487179487179487
417091	ZBTB43	0.7767688233068484
417092	FAM125B	1.1202185792349726
417093	PBX3	1.634961439588689
417095	GAPVD1	0.7336426914153132
417096	ARPC5L	1.2548443922489723
417097	GOLGA1	0.8493852459016393
417098	OLFML2A	1.414020371479928
417101	NEK6	1.0968992248062015
417102	DENND1A	2.136842105263158
417104	CRB2	0.21782178217821782
417105	STRBP	0.9932659932659932
417106	RABGAP1	0.9156804733727811
417107	ZBTB26	0.8374999999999999
417108	ZBTB6	0.8643171806167401
417109	RC3H2	1.2977315689981097
417110	MRRF	2.247159090909091
417111	RBM18	0.8907884664455218
417112	NDUFA8	1.024344126683999
417113	LOC417113	2.444186046511628
417115	TTLL11	1.0871794871794873
417117	DAB2IP	0.8132440476190477
417118	STOM	0.9835820895522387
417119	RAB14	1.042513648507376
417121	CEP110	0.83125
417122	C5	1.3719832109129066
417123	TRAF1	1.6316964285714284
417124	CUTA	1.9780701754385965
417125	PSMD5	0.7940839257051135
417126	LOC417126	0.5862068965517242
417127	CAMSAP1	0.9790419161676647
417128	BTBD14A	0.9173838209982789
417129	QSOX2	1.1097256857855362
417130	LOC417130	0.85
417131	LOC417131	0
417132	GPSM1	1.2896551724137932
417133	SNAPC4	1.004056795131846
417134	PMPCA	1.094636813329862
417135	INPP5E	0.7759562841530054
417136	SEC16A	1.140593047034765
417137	EGFL7	2.8101265822784813
417139	FAM69B	1.2145985401459856
417140	MRPS2	1.0581162324649298
417141	KIAA0649	1.0968523002421307
417142	LOC417142	0
417143	RXRA	1.4247787610619471
417144	WDR5	0.9049629207073587
417146	SARDH	0.9674796747967479
417147	LOC417147	0.592552026286966
417149	LOC417149	0.65
417151	LOC417151	1.309549945115258
417152	ADAMTS13	0.9426523297491038
417153	REXO4	1.1666666666666667
417154	C17H9orf96	2.880952380952381
417156	SURF2	1.603726708074534
417157	SURF1	1.582850521436848
417158	RPL7A	0.8790594704611594
417159	MED22	1.0631901840490796
417160	SURF6	1.2346383904295812
417161	KIAA1529	NaN
417163	GBGT1	0.6
417164	GTF3C5	1.5842857142857143
417165	CEL	NaN
417166	TSC1	0.7471526195899773
417168	LOC417168	0
417169	TTF1	1.0403677058353318
417170	SETX	0.9822747415066471
417171	NTNG2	2.0526315789473686
417172	MED27	1.0927021696252466
417173	RAPGEF1	0.9634740259740259
417175	POMT1	1.005457025920873
417177	BAT2L	0.6270241571542341
417178	PPAPDC3	1.375
417179	C9orf58	2.0694444444444446
417180	LAMC3	NaN
417181	ABL1	0.9138251704897706
417182	EXOSC2	1.1181512090602999
417183	PRDM12	NaN
417184	FUBP3	1.49701440112399
417185	ASS1	0.47880041365046533
417186	GPR107	1.1084567606306737
417187	FNBP1	1.0586907449209935
417188	USP20	2.1982942430703623
417189	C17H9orf78	0.8803172314347514
417190	TOR1A	0.8571428571428572
417191	TOR1B	1.526190476190476
417192	LOC417192	0.24675324675324675
417193	PTGES	0.12721893491124261
417194	ASB6	1.0929526123936815
417195	CRAT	1.5054945054945055
417196	DOLPP1	1.2752808988764044
417197	SH3GLB2	0.8036929057337221
417198	NUP188	1.1099893730074388
417199	DOLK	1.042654028436019
417200	PHYHD1	1.1541899441340784
417201	LRRC8A	1.2438782263401722
417202	CCBL1	2.049645390070922
417203	C17H9orf114	1.0308775731310942
417204	ENDOG	1.6805845511482256
417205	ZER1	1.1573660714285712
417207	ZDHHC12	0.8872093023255814
417210	SET	1.1525490816972768
417211	WDR34	1.039301310043668
417212	GLE1	1.1184387617765814
417213	ODF2	1.838912133891213
417214	PTGES2	2.230550823395798
417215	C17H9orf16	1.310126582278481
417216	CIZ1	0.994246260069045
417217	DNM1	2.2601626016260163
417218	TRUB2	1.1376811594202898
417219	COQ4	1.109761793554414
417220	SLC27A4	1.3809145129224651
417221	URM1	0.8622754491017964
417224	TOR2A	1.4516509433962264
417225	SH2D3C	0.6774193548387096
417226	CDK9	1.0167022032693673
417227	LOC417227	1.867595818815331
417228	FAM102A	0.9720730397422127
417229	NAIF1	0.7458410351201479
417230	SLC25A25	1.617094469436359
417231	LOC417231	0.9205298013245032
417233	LOC417233	0.8105263157894738
417234	LOC417234	1.1571428571428573
417241	TLR4	NaN
417242	ASTN2	0.7000000000000001
417245	PAPPA	2.7407407407407405
417247	TNFSF15	1.6205450733752622
417248	C17H9orf91	2.6044776119402986
417249	ATP6V1G1	1.1316378969561207
417250	EHMT1	0.8743126472898665
417253	LOC417253	2.2657657657657655
417254	COBRA1	1.01986183074266
417255	TUBB2C	0.7291627993317246
417256	GTF2H4	1.3771626297577855
417257	C9orf167	2.667333333333333
417258	ANAPC2	1.1410138248847927
417259	TPRN	1.2276995305164318
417260	NELF	0.9266409266409267
417261	MRPL41	2.3323442136498516
417262	WDR85	1.3076611268747464
417263	LOC417263	2.98
417264	RPL12	0.8944725636699606
417265	LRSAM1	1.1455223880597014
417266	LOC417266	Infinity
417267	FKBP15	1.5233333333333334
417268	SLC31A1	1.5567765567765568
417269	LOC417269	1.474820143884892
417270	PRPF4	0.9726156751652503
417271	WDR31	1.434782608695652
417272	BSPRY	Infinity
417273	HDHD3	1.4847428073234525
417274	ALAD	1.6861313868613137
417275	POLE3	1.077102803738318
417276	LOC417276	NaN
417279	RNF208	2.857142857142857
417280	NDOR1	1.5982905982905984
417281	ENTPD8	1.0436408977556109
417282	NOXA1	2.8702290076335877
417283	EXD3	2.259786476868327
417284	KIAA1984	1.7614213197969544
417286	EDF1	1.0791999125587497
417287	TRAF2	0.7287985865724381
417289	FBXW5	1.3104667609618106
417291	LOC417291	NaN
417293	LOC417293	0.4087363494539782
417294	TMEM141	0.9857881136950905
417295	UAP1L1	0.748020158387329
417296	MAN1B1	1.383314220183486
417297	DPP7	0.9347000759301443
417298	FCN2	1.2857142857142858
417300	ANKMY1	1.517241379310345
417303	ZNF250	0.8827586206896553
417304	DHRS7C	NaN
417305	GAS7	0.7924528301886792
417306	MYH4	NaN
417309	MYH1	NaN
417310	MYH3	0
417311	TMEM220	2.346153846153846
417312	MAP2K4	1.962134251290878
417313	ELAC2	1.7308447937131632
417314	DNAH9	0.9285714285714287
417317	NDEL1	0.8388136686009027
417318	CCDC42	NaN
417319	PIK3R5	0.16666666666666669
417321	STX8	1.2250562640660163
417322	WDR16	Infinity
417323	FBXW10	1.3333333333333335
417324	LOC417324	1.6458219552157294
417325	LOC417325	1.6818181818181819
417326	TEKT3	0
417327	PMP22	0.06214689265536723
417328	LOC417328	NaN
417329	COX10	1.1157556270096465
417332	METRNL	1.2808988764044942
417333	B3GNTL1	0.7816091954022989
417334	TBCD	1.162200282087447
417335	FN3K	1.9555555555555555
417336	FN3KRP	0.8599105812220565
417338	RAB40B	1.2096774193548387
417339	WDR45L	0.8173728813559321
417340	LOC417340	1.9574468085106385
417341	NARF	0.9237668161434978
417342	C18H17orf62	1.147268408551069
417343	LOC417343	1.5999999999999999
417345	LOC417345	0.5870307167235495
417346	CD7	0
417347	9-Sep	1.42
417348	TNRC6C	1.0180995475113122
417349	RAP2B	0
417350	SEC14L1	0.66890756302521
417352	MFSD11	1.029665071770335
417355	JMJD6	0.5467836257309941
417358	RHBDF2	1.3771626297577855
417359	UBE2O	1.2407407407407405
417360	PRPSAP1	0.9228611500701263
417361	EXOC7	1.2811059907834101
417363	SRP68	1.0555943242614563
417366	ACOX1	1.1205185659411012
417367	TRIM65	0.7027027027027027
417368	WBP2	1.091779728651237
417369	UNC13D	1.8124999999999998
417371	UNK	1.5602836879432627
417372	LOC417372	0
417373	GALK1	1.3166666666666667
417374	ITGB4	0.5357142857142857
417375	SAP30BP	0.783882783882784
417377	LOC417377	2.442105263157895
417378	CSNK1D	1.0761290322580646
417379	CCDC57	0.674698795180723
417380	LOC417380	1.423728813559322
417381	DUS1L	1.2641509433962266
417382	GPS1	0.7905790579057906
417384	ASPSCR1	1.068295114656032
417385	NOTUM	0.8832460732984293
417386	LOC417386	0.42853050701804646
417387	MBTD1	1.28
417388	UTP18	1.452599388379205
417389	CA10	NaN
417390	KIF2B	NaN
417391	TOM1L1	1.1111111111111112
417393	STXBP4	1.7058823529411764
417395	HLF	2.6931106471816286
417397	MMD	0.7074829931972789
417398	TMEM100	0.48120300751879697
417399	PCTP	1.826086956521739
417400	C18H17orf67	NaN
417401	TRIM25	1.8508771929824561
417402	COIL	0.7406855439642325
417403	SCPEP1	0.9813664596273293
417404	LOC417404	0.2948717948717949
417405	UTP6	1.867007672634271
417406	SUZ12	1.4060913705583757
417407	CRLF3	0.8796147672552167
417408	ATAD5	1.8689320388349515
417409	CENTA2	2.043478260869565
417410	RHOT1	1.0628844839371154
417411	RHBDL3	0
417412	C18H17orf75	1.0643459915611815
417413	ZNF207	0.90625
417414	LOC417414	0.7317073170731707
417415	TEX2	0.9573170731707318
417416	PECAM1	1.131455399061033
417417	C17orf60	0.5
417418	POLG2	1.642105263157895
417419	CCDC45	1.7
417420	KPNA2	3.354373309287647
417421	C17orf58	1.7692307692307692
417423	NOL11	0.945888594164456
417424	PITPNC1	0.629535002554931
417425	PSMD12	0.942471235617809
417427	HELZ	0.8364779874213838
417428	CACNG1	NaN
417429	CACNG7	1.4999999999999998
417430	PRKCA	1.062568605927552
417431	APOH	0.3629881343657735
417432	CCDC46	0.8229166666666667
417433	RGS9	NaN
417434	GNA13	NaN
417435	SLC16A6	NaN
417437	WIPI1	NaN
417438	PRKAR1A	NaN
417439	FAM20A	NaN
417440	ABCA8	NaN
417443	ABCA9	NaN
417444	ABCA5	NaN
417445	LOC417445	NaN
417449	COG1	1.3547297297297296
417450	LOC417450	0.7870967741935484
417451	C17orf80	0.8931297709923663
417453	DNAI2	2.846153846153846
417454	CCDC137	1.386046511627907
417455	TSPAN10	0.7666666666666667
417456	NPLOC4	0.9339035769828927
417457	MKS1	1.167420814479638
417458	LOC417458	2.8666666666666667
417459	LOC417459	Infinity
417460	FKBP6	1.0689655172413794
417461	TRIM50	2.166666666666667
417462	NSUN5	1.1002638522427441
417463	POM121	1.4274070300560366
417464	GGCL1	NaN
417465	CCL5	NaN
417466	LPO	NaN
417467	MPO	1.4
417469	BZRAP1	1.5000000000000002
417470	RNF43	1.0833900612661675
417471	HSF5	1.5769230769230769
417472	MTMR4	1.0382741823242867
417473	ABHD11	3.2333333333333334
417474	LOC417474	0
417476	LOC417476	NaN
417477	SBDS	0.8327519379844961
417478	TYW1	0.7820754716981132
417479	CALN1	0.4686346863468635
417480	WBSCR17	0.40462427745664736
417481	AUTS2	0.6695464362850972
417483	GATSL1	0.7187499999999999
417484	WBSCR16	0.7855274629468177
417485	NCF1	0.4117647058823529
417487	GTF2IRD1	1
417488	CLIP2	0.1484992101105845
417489	LAT2	NaN
417490	EIF4H	1.0794392523364487
417491	MYBBP1A	1.0361702127659573
417492	SPNS2	Infinity
417493	SPNS3	9.000000000000002
417494	ANKFY1	0.9963811821471653
417495	CYB5D2	1.875
417496	ZZEF1	1.0656303972366148
417498	DERL2	1.7433471318746303
417499	DHX33	0.8556588299617278
417500	RPAIN	1.1623711340206184
417501	NUP88	1.1748807631160572
417503	RABL5	1.1304347826086956
417504	EMID2	1.2
417505	HSD3B7	2.0384615384615383
417506	MYL10	Infinity
417507	LOC417507	0.9571428571428573
417508	PRKRIP1	0.7932021466905189
417509	ORAI2	0.4132746607994133
417510	ALKBH4	1.0954653937947492
417511	LRWD1	0.9763593380614658
417513	RASA4	2.2221115537848606
417514	UPK3B	NaN
417515	DTX2	1.2758022549869905
417516	SRRM3	0.823529411764706
417517	MDH2	1.0120335402931577
417518	STYXL1	5.607142857142857
417519	TMEM120A	1.6246719160104988
417520	POR	1.8350415780313285
417521	RHBDD2	0.6620021528525297
417522	TAF15	2.44131963223364
417523	MMP28	0.8750000000000001
417525	AP2B1	0.8897038081805358
417526	PEX12	1.021523178807947
417527	UNC45B	0.5384615384615385
417528	RAD51L3	1.1821305841924399
417529	RFFL	1.2907153729071537
417530	LIG3	1.2794784580498866
417531	LOC417531	NaN
417533	LOC417533	NaN
417534	LOC417534	NaN
417535	LOC417535	NaN
417536	LOC417536	NaN
417537	LOC417537	0.65
417538	MRPS17	1.1227347611202636
417539	GBAS	1.391431924882629
417541	CCT6A	0.8665750181387711
417542	SUMF2	1.2610483042137717
417543	PHKG1	1.7881687690300132
417544	CHCHD2	1.130267590415051
417545	ASL2	1.6600234466588513
417546	TPST1	0.6875805758487323
417547	KCTD7	0.6177777777777778
417548	RABGEF1	1.1856540084388185
417549	C19H7orf42	0.9793201133144477
417550	LOC417550	0.5930521091811415
417552	C19H17orf85	1.0900798175598634
417553	CRK	0.9599542334096111
417554	YWHAE	0.810024522553318
417555	MYO1C	1.2075326671790931
417557	SLC43A2	0.9653110047846891
417558	RILP	0.7910447761194029
417559	PRPF8	1.249925484351714
417560	WDR81	0.7914285714285714
417561	SERPINF2	1.324252491694352
417562	SMYD4	0.9823321554770317
417563	RPA1	1.969529697504968
417564	DPH1	0.8676381299332119
417565	TSR1	1.1601023017902814
417566	C17orf32	1.0177419354838708
417567	SEBOX	0.7
417568	SARM1	0.7758620689655173
417569	SLC46A1	1.4166666666666667
417570	FOXN1	0.22222222222222224
417571	PIGS	2.380566801619433
417573	KIAA0100	1.1661073825503356
417574	RPL23A	0.9030024599644851
417575	TLCD1	1.230060606060606
417576	NEK8	1.215909090909091
417577	TRAF4	0.7210144927536233
417578	C19H17orf63	1.015783540022548
417579	FLOT2	0.7721123829344433
417580	PHF12	0.9793932455638237
417582	NUFIP2	0.8447776900815576
417583	TAOK1	0.6871345029239766
417584	LOC417584	0.4450636942675159
417586	SSH2	1.1320754716981134
417587	EFCAB5	1.6521739130434783
417588	CCDC55	1.1255289139633287
417589	TMIGD1	0.6
417590	CPD	1.188307030129125
417591	GOSR1	0.722972972972973
417592	LOC417592	0.857142857142857
417594	TIMM22	1.1877504293073842
417595	SPECC1	1.8487394957983196
417596	ZSWIM7	1.060810810810811
417597	TTC19	1.8190954773869348
417598	NCOR1	0.9762071378586424
417600	PIGL	1.0806201550387595
417601	PRR6	2.440298507462687
417603	TRPV2	1.7826086956521738
417604	TMEM93	1.2433460076045628
417605	TAX1BP3	0.6944619654345906
417606	CTNS	1.404970760233918
417607	CARKL	1.8605442176870748
417609	ASPA	2.484848484848485
417612	AKAP10	0.8785674314493563
417613	NLE1	1.0517742873763813
417614	ULK2	0.8148148148148149
417615	ALDH3A2	1.7488584474885847
417616	SLC47A2	0.5714285714285714
417617	SLC47A1	1.2596330275229357
417619	NXN	1.71875
417620	RNMTL1	1.2973838761345435
417622	VPS53	1.3996194100856327
417623	FAM101B	0.9426374926079243
417624	DOC2B	0
417625	TEX14	0.6644067796610169
417626	RAD51C	1.0941011235955056
417627	PPM1E	0.7305699481865284
417628	TRIM37	2.1859296482412063
417629	SKA2	0.7563249001331558
417630	C17orf71	1.1675761709868122
417631	GDPD1	1.3802584547704153
417632	YPEL2	0.45037688442211055
417634	PTRH2	1.4109294320137695
417635	TMEM49	1.0296933311698848
417636	TUBD1	0.8841778697001035
417637	RPS6KB1	1.2673292558613658
417638	RNFT1	1.212804328223625
417639	MED13	0.9954925949774631
417640	INTS2	0.7749328928350196
417642	BRIP1	1.4328767123287673
417643	BCAS3	1.4801223241590213
417644	PPM1D	0.8759225092250922
417645	APPBP2	1.2679738562091505
417646	USP32	1.1254681647940075
417647	CA4	0.7032967032967032
417649	MYO19	1.1669266770670828
417650	PIGW	1.0251716247139588
417653	AATF	0.7776911076443058
417655	C17orf78	1.25
417656	TADA2L	1.8389830508474576
417657	DUSP14	0.6950354609929078
417658	AP1GBP1	0.5382381413359147
417660	DDX52	1.019830028328612
417661	HEATR6	1.0831826401446654
417663	DYNLL2	0.25700205338809035
417664	VEZF1	1.1438791732909381
417665	LOC417665	0.125
417666	MRPS23	1.9060509554140128
417667	MSI2	1.3175122749590835
417668	AKAP1	1.2503588271478367
417669	NLK	1.3
417670	TMEM97	0.9751345808766984
417671	IFT20	1.4091213950368882
417672	TNFAIP1	1.0485549132947978
417673	SGSM2	1.166101694915254
417675	KIAA0664	1.266395526182003
417676	LOC417676	1.802197802197802
417677	XAF1	NaN
417678	SLC13A5	2.5
417679	MED31	1.1368821292775666
